"ï..station_id"	"stationname"	"date"	"daytype"	"rides"
"19563"	40350	"UIC-Halsted"	"04/08/2018"	"U"	1391
"19599"	40890	"O'Hare Airport"	"06/19/2018"	"W"	11218
"19656"	40890	"O'Hare Airport"	"04/02/2018"	"W"	10453
"19658"	40350	"UIC-Halsted"	"04/16/2018"	"W"	6789
"19842"	40390	"Forest Park"	"06/14/2018"	"W"	3425
"19854"	40390	"Forest Park"	"04/19/2018"	"W"	3442
"19927"	40390	"Forest Park"	"04/12/2018"	"W"	3588
"20007"	40350	"UIC-Halsted"	"06/15/2018"	"W"	3401
"20065"	40890	"O'Hare Airport"	"05/19/2018"	"A"	9938
"20071"	40390	"Forest Park"	"06/16/2018"	"A"	1678
"20107"	40350	"UIC-Halsted"	"06/22/2018"	"W"	3429
"20163"	40390	"Forest Park"	"06/20/2018"	"W"	3619
"20224"	40350	"UIC-Halsted"	"06/09/2018"	"A"	1837
"20226"	40890	"O'Hare Airport"	"05/01/2018"	"W"	10199
"20340"	40390	"Forest Park"	"04/14/2018"	"A"	1376
"20480"	40890	"O'Hare Airport"	"04/27/2018"	"W"	12837
"20488"	40390	"Forest Park"	"06/04/2018"	"W"	3370
"20593"	40890	"O'Hare Airport"	"04/14/2018"	"A"	8719
"20594"	40350	"UIC-Halsted"	"06/12/2018"	"W"	3688
"20649"	40390	"Forest Park"	"05/23/2018"	"W"	3597
"20667"	40890	"O'Hare Airport"	"05/23/2018"	"W"	12205
"20752"	40390	"Forest Park"	"05/28/2018"	"U"	1598
"20801"	40890	"O'Hare Airport"	"05/11/2018"	"W"	12947
"20848"	40350	"UIC-Halsted"	"05/11/2018"	"W"	5355
"20882"	40890	"O'Hare Airport"	"06/12/2018"	"W"	11582
"20953"	40890	"O'Hare Airport"	"06/29/2018"	"W"	14387
"21042"	40350	"UIC-Halsted"	"05/10/2018"	"W"	5448
"21065"	40890	"O'Hare Airport"	"06/06/2018"	"W"	12245
"21143"	40890	"O'Hare Airport"	"04/08/2018"	"U"	8961
"21154"	40350	"UIC-Halsted"	"05/29/2018"	"W"	3224
"21167"	40390	"Forest Park"	"04/09/2018"	"W"	3273
"21268"	40350	"UIC-Halsted"	"06/02/2018"	"A"	1499
"21337"	40350	"UIC-Halsted"	"05/21/2018"	"W"	3177
"21395"	40350	"UIC-Halsted"	"04/05/2018"	"W"	6915
"21458"	40390	"Forest Park"	"04/15/2018"	"U"	938
"21501"	40390	"Forest Park"	"04/23/2018"	"W"	3338
"21537"	40350	"UIC-Halsted"	"04/26/2018"	"W"	7155
"21562"	40350	"UIC-Halsted"	"06/03/2018"	"U"	1177
"21569"	40390	"Forest Park"	"04/24/2018"	"W"	3508
"21649"	40390	"Forest Park"	"06/23/2018"	"A"	1748
"21678"	40350	"UIC-Halsted"	"06/19/2018"	"W"	3849
"21742"	40350	"UIC-Halsted"	"04/19/2018"	"W"	7158
"21972"	40390	"Forest Park"	"05/29/2018"	"W"	3175
"21997"	40390	"Forest Park"	"06/13/2018"	"W"	3515
"22053"	40890	"O'Hare Airport"	"04/09/2018"	"W"	10397
"22143"	40890	"O'Hare Airport"	"06/13/2018"	"W"	11666
"22174"	40350	"UIC-Halsted"	"05/31/2018"	"W"	3466
"22190"	40890	"O'Hare Airport"	"04/26/2018"	"W"	11881
"22210"	40390	"Forest Park"	"06/21/2018"	"W"	3184
"22236"	40890	"O'Hare Airport"	"06/08/2018"	"W"	14452
"22258"	40890	"O'Hare Airport"	"04/06/2018"	"W"	10945
"22366"	40350	"UIC-Halsted"	"04/22/2018"	"U"	1398
"22393"	40350	"UIC-Halsted"	"05/27/2018"	"U"	1200
"22405"	40890	"O'Hare Airport"	"05/04/2018"	"W"	12727
"22543"	40890	"O'Hare Airport"	"05/14/2018"	"W"	11239
"22554"	40890	"O'Hare Airport"	"06/25/2018"	"W"	12554
"22579"	40350	"UIC-Halsted"	"06/14/2018"	"W"	3670
"22626"	40390	"Forest Park"	"05/17/2018"	"W"	3449
"22684"	40890	"O'Hare Airport"	"04/11/2018"	"W"	10221
"22763"	40350	"UIC-Halsted"	"04/07/2018"	"A"	2087
"22919"	40890	"O'Hare Airport"	"04/17/2018"	"W"	10287
"22962"	40890	"O'Hare Airport"	"06/22/2018"	"W"	13404
"22979"	40390	"Forest Park"	"06/06/2018"	"W"	3577
"23023"	40390	"Forest Park"	"06/05/2018"	"W"	3490
"23046"	40390	"Forest Park"	"04/13/2018"	"W"	3307
"23064"	40390	"Forest Park"	"05/26/2018"	"A"	1729
"23199"	40350	"UIC-Halsted"	"06/24/2018"	"U"	1414
"23219"	40390	"Forest Park"	"04/01/2018"	"U"	1065
"23292"	40350	"UIC-Halsted"	"06/06/2018"	"W"	3409
"23346"	40390	"Forest Park"	"05/24/2018"	"W"	3591
"23351"	40350	"UIC-Halsted"	"05/14/2018"	"W"	3284
"23366"	40390	"Forest Park"	"04/27/2018"	"W"	3291
"23393"	40890	"O'Hare Airport"	"05/07/2018"	"W"	12437
"23451"	40350	"UIC-Halsted"	"05/07/2018"	"W"	5458
"23453"	40390	"Forest Park"	"05/30/2018"	"W"	3223
"23589"	40890	"O'Hare Airport"	"05/30/2018"	"W"	10096
"23637"	40390	"Forest Park"	"05/05/2018"	"A"	1636
"23657"	40890	"O'Hare Airport"	"04/28/2018"	"A"	9490
"23664"	40390	"Forest Park"	"06/11/2018"	"W"	3322
"23675"	40390	"Forest Park"	"04/25/2018"	"W"	3522
"23731"	40390	"Forest Park"	"05/13/2018"	"U"	1244
"23760"	40350	"UIC-Halsted"	"06/30/2018"	"A"	1555
"23840"	40890	"O'Hare Airport"	"06/03/2018"	"U"	11299
"23849"	40390	"Forest Park"	"05/01/2018"	"W"	3532
"23861"	40350	"UIC-Halsted"	"04/20/2018"	"W"	6814
"23902"	40890	"O'Hare Airport"	"06/09/2018"	"A"	10123
"23926"	40390	"Forest Park"	"05/06/2018"	"U"	1186
"23945"	40390	"Forest Park"	"06/09/2018"	"A"	1935
"23967"	40890	"O'Hare Airport"	"04/30/2018"	"W"	11995
"23973"	40350	"UIC-Halsted"	"04/15/2018"	"U"	1224
"23999"	40390	"Forest Park"	"04/29/2018"	"U"	1302
"24038"	40350	"UIC-Halsted"	"05/04/2018"	"W"	6815
"24070"	40350	"UIC-Halsted"	"05/12/2018"	"A"	1697
"24121"	40350	"UIC-Halsted"	"04/21/2018"	"A"	1945
"24165"	40890	"O'Hare Airport"	"05/25/2018"	"W"	14486
"24166"	40390	"Forest Park"	"04/22/2018"	"U"	1224
"24176"	40350	"UIC-Halsted"	"05/13/2018"	"U"	1281
"24261"	40890	"O'Hare Airport"	"05/29/2018"	"W"	12318
"24437"	40350	"UIC-Halsted"	"06/07/2018"	"W"	3484
"24447"	40890	"O'Hare Airport"	"06/28/2018"	"W"	13427
"24506"	40350	"UIC-Halsted"	"05/09/2018"	"W"	5746
"24544"	40350	"UIC-Halsted"	"04/09/2018"	"W"	6808
"24617"	40890	"O'Hare Airport"	"06/24/2018"	"U"	11812
"24635"	40390	"Forest Park"	"05/18/2018"	"W"	3141
"24787"	40890	"O'Hare Airport"	"05/12/2018"	"A"	9557
"24800"	40390	"Forest Park"	"06/07/2018"	"W"	3697
"24864"	40890	"O'Hare Airport"	"05/24/2018"	"W"	13246
"24866"	40390	"Forest Park"	"04/20/2018"	"W"	3292
"24899"	40390	"Forest Park"	"04/06/2018"	"W"	3210
"25012"	40350	"UIC-Halsted"	"05/06/2018"	"U"	1494
"25046"	40350	"UIC-Halsted"	"06/01/2018"	"W"	3299
"25109"	40890	"O'Hare Airport"	"05/28/2018"	"U"	13242
"25131"	40350	"UIC-Halsted"	"06/29/2018"	"W"	3668
"25351"	40350	"UIC-Halsted"	"06/26/2018"	"W"	3805
"25355"	40390	"Forest Park"	"04/02/2018"	"W"	3057
"25467"	40390	"Forest Park"	"06/24/2018"	"U"	2199
"25545"	40890	"O'Hare Airport"	"05/02/2018"	"W"	9138
"25549"	40890	"O'Hare Airport"	"04/07/2018"	"A"	8073
"25581"	40890	"O'Hare Airport"	"06/14/2018"	"W"	12583
"25683"	40390	"Forest Park"	"04/07/2018"	"A"	1434
"25702"	40350	"UIC-Halsted"	"06/18/2018"	"W"	3424
"25745"	40390	"Forest Park"	"05/27/2018"	"U"	1423
"25921"	40350	"UIC-Halsted"	"05/17/2018"	"W"	3311
"25971"	40390	"Forest Park"	"04/21/2018"	"A"	1527
"25977"	40390	"Forest Park"	"04/28/2018"	"A"	1487
"25979"	40390	"Forest Park"	"05/21/2018"	"W"	2960
"25990"	40350	"UIC-Halsted"	"05/05/2018"	"A"	2132
"26017"	40890	"O'Hare Airport"	"04/15/2018"	"U"	9336
"26036"	40350	"UIC-Halsted"	"04/18/2018"	"W"	7326
"26108"	40890	"O'Hare Airport"	"04/04/2018"	"W"	10347
"26127"	40890	"O'Hare Airport"	"04/12/2018"	"W"	11322
"26142"	40390	"Forest Park"	"05/31/2018"	"W"	3422
"26204"	40390	"Forest Park"	"05/07/2018"	"W"	3342
"26238"	40890	"O'Hare Airport"	"06/04/2018"	"W"	11867
"26245"	40890	"O'Hare Airport"	"04/20/2018"	"W"	12285
"26272"	40390	"Forest Park"	"05/15/2018"	"W"	3456
"26362"	40390	"Forest Park"	"06/08/2018"	"W"	3626
"26371"	40390	"Forest Park"	"05/22/2018"	"W"	3499
"26415"	40350	"UIC-Halsted"	"06/16/2018"	"A"	1666
"26437"	40390	"Forest Park"	"05/25/2018"	"W"	3246
"26439"	40350	"UIC-Halsted"	"05/25/2018"	"W"	3226
"26480"	40890	"O'Hare Airport"	"05/05/2018"	"A"	9393
"26561"	40390	"Forest Park"	"05/11/2018"	"W"	3329
"26566"	40390	"Forest Park"	"05/10/2018"	"W"	3472
"26682"	40890	"O'Hare Airport"	"05/10/2018"	"W"	13104
"26702"	40350	"UIC-Halsted"	"06/25/2018"	"W"	3638
"26748"	40890	"O'Hare Airport"	"06/17/2018"	"U"	11537
"26750"	40890	"O'Hare Airport"	"06/21/2018"	"W"	11981
"26800"	40350	"UIC-Halsted"	"05/08/2018"	"W"	5311
"26806"	40350	"UIC-Halsted"	"04/03/2018"	"W"	6800
"26813"	40350	"UIC-Halsted"	"06/28/2018"	"W"	3938
"26818"	40390	"Forest Park"	"05/12/2018"	"A"	1499
"26827"	40350	"UIC-Halsted"	"05/03/2018"	"W"	6718
"26882"	40390	"Forest Park"	"04/08/2018"	"U"	1141
"26899"	40890	"O'Hare Airport"	"06/30/2018"	"A"	9859
"26932"	40350	"UIC-Halsted"	"06/10/2018"	"U"	1138
"26957"	40890	"O'Hare Airport"	"05/17/2018"	"W"	12886
"27028"	40350	"UIC-Halsted"	"05/22/2018"	"W"	3446
"27054"	40390	"Forest Park"	"04/17/2018"	"W"	3353
"27073"	40390	"Forest Park"	"04/26/2018"	"W"	3579
"27208"	40890	"O'Hare Airport"	"05/20/2018"	"U"	10914
"27285"	40890	"O'Hare Airport"	"04/22/2018"	"U"	10393
"27303"	40390	"Forest Park"	"05/02/2018"	"W"	3440
"27319"	40350	"UIC-Halsted"	"04/02/2018"	"W"	6749
"27341"	40890	"O'Hare Airport"	"06/05/2018"	"W"	12002
"27375"	40350	"UIC-Halsted"	"05/30/2018"	"W"	3237
"27384"	40390	"Forest Park"	"06/10/2018"	"U"	1440
"27413"	40390	"Forest Park"	"06/01/2018"	"W"	3468
"27453"	40890	"O'Hare Airport"	"05/09/2018"	"W"	10522
"27457"	40350	"UIC-Halsted"	"04/23/2018"	"W"	6887
"27471"	40350	"UIC-Halsted"	"04/17/2018"	"W"	7098
"27515"	40390	"Forest Park"	"06/17/2018"	"U"	1358
"27624"	40350	"UIC-Halsted"	"04/01/2018"	"U"	1075
"27634"	40350	"UIC-Halsted"	"05/19/2018"	"A"	1442
"27661"	40390	"Forest Park"	"04/30/2018"	"W"	3338
"27717"	40390	"Forest Park"	"05/08/2018"	"W"	3488
"27756"	40890	"O'Hare Airport"	"06/07/2018"	"W"	13857
"27813"	40350	"UIC-Halsted"	"04/10/2018"	"W"	7105
"27902"	40890	"O'Hare Airport"	"06/11/2018"	"W"	12978
"27927"	40350	"UIC-Halsted"	"04/13/2018"	"W"	6840
"27984"	40890	"O'Hare Airport"	"04/16/2018"	"W"	10616
"27994"	40390	"Forest Park"	"06/25/2018"	"W"	3354
"28039"	40390	"Forest Park"	"04/11/2018"	"W"	3579
"28208"	40390	"Forest Park"	"06/28/2018"	"W"	3512
"28211"	40890	"O'Hare Airport"	"05/08/2018"	"W"	11207
"28268"	40390	"Forest Park"	"05/19/2018"	"A"	1569
"28278"	40890	"O'Hare Airport"	"05/06/2018"	"U"	10924
"28388"	40390	"Forest Park"	"06/26/2018"	"W"	3387
"28415"	40390	"Forest Park"	"05/20/2018"	"U"	1221
"28428"	40890	"O'Hare Airport"	"05/26/2018"	"A"	11585
"28480"	40350	"UIC-Halsted"	"05/28/2018"	"U"	1048
"28508"	40890	"O'Hare Airport"	"05/16/2018"	"W"	11581
"28566"	40390	"Forest Park"	"06/18/2018"	"W"	3203
"28573"	40890	"O'Hare Airport"	"06/23/2018"	"A"	10358
"28615"	40350	"UIC-Halsted"	"04/30/2018"	"W"	7057
"28646"	40390	"Forest Park"	"04/03/2018"	"W"	3297
"28657"	40350	"UIC-Halsted"	"04/27/2018"	"W"	6748
"28710"	40350	"UIC-Halsted"	"05/26/2018"	"A"	1570
"28715"	40350	"UIC-Halsted"	"04/28/2018"	"A"	2069
"28743"	40890	"O'Hare Airport"	"04/23/2018"	"W"	11328
"28750"	40350	"UIC-Halsted"	"06/17/2018"	"U"	1271
"28792"	40350	"UIC-Halsted"	"06/05/2018"	"W"	3410
"28812"	40890	"O'Hare Airport"	"05/18/2018"	"W"	13898
"28869"	40350	"UIC-Halsted"	"05/16/2018"	"W"	3433
"28897"	40350	"UIC-Halsted"	"06/23/2018"	"A"	1557
"28948"	40890	"O'Hare Airport"	"04/01/2018"	"U"	9382
"28985"	40890	"O'Hare Airport"	"06/27/2018"	"W"	12563
"29010"	40890	"O'Hare Airport"	"05/27/2018"	"U"	9580
"29186"	40390	"Forest Park"	"06/02/2018"	"A"	1668
"29484"	40350	"UIC-Halsted"	"06/13/2018"	"W"	3612
"29671"	40890	"O'Hare Airport"	"04/05/2018"	"W"	11084
"29706"	40350	"UIC-Halsted"	"05/23/2018"	"W"	3428
"29755"	40890	"O'Hare Airport"	"05/15/2018"	"W"	12154
"29822"	40890	"O'Hare Airport"	"05/13/2018"	"U"	11514
"29899"	40890	"O'Hare Airport"	"05/21/2018"	"W"	12303
"29915"	40890	"O'Hare Airport"	"06/16/2018"	"A"	9831
"30031"	40390	"Forest Park"	"05/04/2018"	"W"	3346
"30048"	40350	"UIC-Halsted"	"05/15/2018"	"W"	3609
"30085"	40350	"UIC-Halsted"	"05/24/2018"	"W"	3557
"30134"	40890	"O'Hare Airport"	"04/18/2018"	"W"	10067
"30178"	40350	"UIC-Halsted"	"05/01/2018"	"W"	7177
"30198"	40890	"O'Hare Airport"	"04/24/2018"	"W"	10391
"30210"	40350	"UIC-Halsted"	"05/02/2018"	"W"	7120
"30259"	40350	"UIC-Halsted"	"04/29/2018"	"U"	1576
"30329"	40890	"O'Hare Airport"	"05/31/2018"	"W"	12516
"30425"	40390	"Forest Park"	"06/12/2018"	"W"	3448
"30492"	40890	"O'Hare Airport"	"06/20/2018"	"W"	12786
"30531"	40890	"O'Hare Airport"	"04/21/2018"	"A"	8650
"31653"	40350	"UIC-Halsted"	"07/01/2018"	"U"	1074
"31654"	40350	"UIC-Halsted"	"07/02/2018"	"W"	3457
"31655"	40350	"UIC-Halsted"	"07/03/2018"	"W"	3533
"31656"	40350	"UIC-Halsted"	"07/04/2018"	"U"	1114
"31657"	40350	"UIC-Halsted"	"07/05/2018"	"W"	3008
"31658"	40350	"UIC-Halsted"	"07/06/2018"	"W"	3140
"31659"	40350	"UIC-Halsted"	"07/07/2018"	"A"	1529
"31660"	40350	"UIC-Halsted"	"07/08/2018"	"U"	1243
"31661"	40350	"UIC-Halsted"	"07/09/2018"	"W"	3706
"31662"	40350	"UIC-Halsted"	"07/10/2018"	"W"	3836
"31663"	40350	"UIC-Halsted"	"07/11/2018"	"W"	4058
"31664"	40350	"UIC-Halsted"	"07/12/2018"	"W"	3990
"31665"	40350	"UIC-Halsted"	"07/13/2018"	"W"	3837
"31666"	40350	"UIC-Halsted"	"07/14/2018"	"A"	1427
"31667"	40350	"UIC-Halsted"	"07/15/2018"	"U"	1325
"31668"	40350	"UIC-Halsted"	"07/16/2018"	"W"	3738
"31669"	40350	"UIC-Halsted"	"07/17/2018"	"W"	3941
"31670"	40350	"UIC-Halsted"	"07/18/2018"	"W"	3938
"31671"	40350	"UIC-Halsted"	"07/19/2018"	"W"	3880
"31672"	40350	"UIC-Halsted"	"07/20/2018"	"W"	3665
"31673"	40350	"UIC-Halsted"	"07/21/2018"	"A"	1534
"31674"	40350	"UIC-Halsted"	"07/22/2018"	"U"	1246
"31675"	40350	"UIC-Halsted"	"07/23/2018"	"W"	3846
"31676"	40350	"UIC-Halsted"	"07/24/2018"	"W"	4065
"31677"	40350	"UIC-Halsted"	"07/25/2018"	"W"	4179
"31678"	40350	"UIC-Halsted"	"07/26/2018"	"W"	3977
"31679"	40350	"UIC-Halsted"	"07/27/2018"	"W"	3685
"31680"	40350	"UIC-Halsted"	"07/28/2018"	"A"	1556
"31681"	40350	"UIC-Halsted"	"07/29/2018"	"U"	1266
"31682"	40350	"UIC-Halsted"	"07/30/2018"	"W"	3462
"31683"	40350	"UIC-Halsted"	"07/31/2018"	"W"	3602
"31777"	40390	"Forest Park"	"07/01/2018"	"U"	1296
"31778"	40390	"Forest Park"	"07/02/2018"	"W"	3250
"31779"	40390	"Forest Park"	"07/03/2018"	"W"	3323
"31780"	40390	"Forest Park"	"07/04/2018"	"U"	1546
"31781"	40390	"Forest Park"	"07/05/2018"	"W"	2708
"31782"	40390	"Forest Park"	"07/06/2018"	"W"	3266
"31783"	40390	"Forest Park"	"07/07/2018"	"A"	1791
"31784"	40390	"Forest Park"	"07/08/2018"	"U"	1429
"31785"	40390	"Forest Park"	"07/09/2018"	"W"	3266
"31786"	40390	"Forest Park"	"07/10/2018"	"W"	3489
"31787"	40390	"Forest Park"	"07/11/2018"	"W"	3776
"31788"	40390	"Forest Park"	"07/12/2018"	"W"	3576
"31789"	40390	"Forest Park"	"07/13/2018"	"W"	3638
"31790"	40390	"Forest Park"	"07/14/2018"	"A"	1895
"31791"	40390	"Forest Park"	"07/15/2018"	"U"	1609
"31792"	40390	"Forest Park"	"07/16/2018"	"W"	3363
"31793"	40390	"Forest Park"	"07/17/2018"	"W"	3586
"31794"	40390	"Forest Park"	"07/18/2018"	"W"	3585
"31795"	40390	"Forest Park"	"07/19/2018"	"W"	3537
"31796"	40390	"Forest Park"	"07/20/2018"	"W"	3333
"31797"	40390	"Forest Park"	"07/21/2018"	"A"	1868
"31798"	40390	"Forest Park"	"07/22/2018"	"U"	1381
"31799"	40390	"Forest Park"	"07/23/2018"	"W"	3349
"31800"	40390	"Forest Park"	"07/24/2018"	"W"	3526
"31801"	40390	"Forest Park"	"07/25/2018"	"W"	3573
"31802"	40390	"Forest Park"	"07/26/2018"	"W"	3543
"31803"	40390	"Forest Park"	"07/27/2018"	"W"	3274
"31804"	40390	"Forest Park"	"07/28/2018"	"A"	1749
"31805"	40390	"Forest Park"	"07/29/2018"	"U"	1395
"31806"	40390	"Forest Park"	"07/30/2018"	"W"	3263
"31807"	40390	"Forest Park"	"07/31/2018"	"W"	3317
"33172"	40890	"O'Hare Airport"	"07/01/2018"	"U"	9817
"33173"	40890	"O'Hare Airport"	"07/02/2018"	"W"	11769
"33174"	40890	"O'Hare Airport"	"07/03/2018"	"W"	11178
"33175"	40890	"O'Hare Airport"	"07/04/2018"	"U"	10597
"33176"	40890	"O'Hare Airport"	"07/05/2018"	"W"	11408
"33177"	40890	"O'Hare Airport"	"07/06/2018"	"W"	12861
"33178"	40890	"O'Hare Airport"	"07/07/2018"	"A"	10041
"33179"	40890	"O'Hare Airport"	"07/08/2018"	"U"	12604
"33180"	40890	"O'Hare Airport"	"07/09/2018"	"W"	12776
"33181"	40890	"O'Hare Airport"	"07/10/2018"	"W"	11332
"33182"	40890	"O'Hare Airport"	"07/11/2018"	"W"	12306
"33183"	40890	"O'Hare Airport"	"07/12/2018"	"W"	13371
"33184"	40890	"O'Hare Airport"	"07/13/2018"	"W"	15008
"33185"	40890	"O'Hare Airport"	"07/14/2018"	"A"	10332
"33186"	40890	"O'Hare Airport"	"07/15/2018"	"U"	12180
"33187"	40890	"O'Hare Airport"	"07/16/2018"	"W"	11811
"33188"	40890	"O'Hare Airport"	"07/17/2018"	"W"	11375
"33189"	40890	"O'Hare Airport"	"07/18/2018"	"W"	12589
"33190"	40890	"O'Hare Airport"	"07/19/2018"	"W"	15141
"33191"	40890	"O'Hare Airport"	"07/20/2018"	"W"	15372
"33192"	40890	"O'Hare Airport"	"07/21/2018"	"A"	10589
"33193"	40890	"O'Hare Airport"	"07/22/2018"	"U"	11636
"33194"	40890	"O'Hare Airport"	"07/23/2018"	"W"	12752
"33195"	40890	"O'Hare Airport"	"07/24/2018"	"W"	12078
"33196"	40890	"O'Hare Airport"	"07/25/2018"	"W"	11948
"33197"	40890	"O'Hare Airport"	"07/26/2018"	"W"	13551
"33198"	40890	"O'Hare Airport"	"07/27/2018"	"W"	14128
"33199"	40890	"O'Hare Airport"	"07/28/2018"	"A"	10353
"33200"	40890	"O'Hare Airport"	"07/29/2018"	"U"	11943
"33201"	40890	"O'Hare Airport"	"07/30/2018"	"W"	12585
"33202"	40890	"O'Hare Airport"	"07/31/2018"	"W"	11747
"36127"	40350	"UIC-Halsted"	"08/01/2018"	"W"	3802
"36128"	40350	"UIC-Halsted"	"08/02/2018"	"W"	3907
"36129"	40350	"UIC-Halsted"	"08/03/2018"	"W"	3571
"36130"	40350	"UIC-Halsted"	"08/04/2018"	"A"	1588
"36131"	40350	"UIC-Halsted"	"08/05/2018"	"U"	1303
"36132"	40350	"UIC-Halsted"	"08/06/2018"	"W"	3270
"36133"	40350	"UIC-Halsted"	"08/07/2018"	"W"	3311
"36134"	40350	"UIC-Halsted"	"08/08/2018"	"W"	3452
"36135"	40350	"UIC-Halsted"	"08/09/2018"	"W"	3377
"36136"	40350	"UIC-Halsted"	"08/10/2018"	"W"	3296
"36137"	40350	"UIC-Halsted"	"08/11/2018"	"A"	1498
"36138"	40350	"UIC-Halsted"	"08/12/2018"	"U"	1177
"36139"	40350	"UIC-Halsted"	"08/13/2018"	"W"	3103
"36140"	40350	"UIC-Halsted"	"08/14/2018"	"W"	3163
"36141"	40350	"UIC-Halsted"	"08/15/2018"	"W"	3174
"36142"	40350	"UIC-Halsted"	"08/16/2018"	"W"	3376
"36143"	40350	"UIC-Halsted"	"08/17/2018"	"W"	3097
"36144"	40350	"UIC-Halsted"	"08/18/2018"	"A"	1558
"36145"	40350	"UIC-Halsted"	"08/19/2018"	"U"	1241
"36146"	40350	"UIC-Halsted"	"08/20/2018"	"W"	3186
"36147"	40350	"UIC-Halsted"	"08/21/2018"	"W"	3201
"36148"	40350	"UIC-Halsted"	"08/22/2018"	"W"	3936
"36149"	40350	"UIC-Halsted"	"08/23/2018"	"W"	4283
"36150"	40350	"UIC-Halsted"	"08/24/2018"	"W"	4288
"36151"	40350	"UIC-Halsted"	"08/25/2018"	"A"	3151
"36152"	40350	"UIC-Halsted"	"08/26/2018"	"U"	2622
"36153"	40350	"UIC-Halsted"	"08/27/2018"	"W"	8924
"36154"	40350	"UIC-Halsted"	"08/28/2018"	"W"	8836
"36155"	40350	"UIC-Halsted"	"08/29/2018"	"W"	9164
"36156"	40350	"UIC-Halsted"	"08/30/2018"	"W"	9159
"36157"	40350	"UIC-Halsted"	"08/31/2018"	"W"	8408
"36251"	40390	"Forest Park"	"08/01/2018"	"W"	3469
"36252"	40390	"Forest Park"	"08/02/2018"	"W"	3902
"36253"	40390	"Forest Park"	"08/03/2018"	"W"	3805
"36254"	40390	"Forest Park"	"08/04/2018"	"A"	2120
"36255"	40390	"Forest Park"	"08/05/2018"	"U"	1718
"36256"	40390	"Forest Park"	"08/06/2018"	"W"	3159
"36257"	40390	"Forest Park"	"08/07/2018"	"W"	3394
"36258"	40390	"Forest Park"	"08/08/2018"	"W"	3517
"36259"	40390	"Forest Park"	"08/09/2018"	"W"	3353
"36260"	40390	"Forest Park"	"08/10/2018"	"W"	3357
"36261"	40390	"Forest Park"	"08/11/2018"	"A"	1811
"36262"	40390	"Forest Park"	"08/12/2018"	"U"	1417
"36263"	40390	"Forest Park"	"08/13/2018"	"W"	3194
"36264"	40390	"Forest Park"	"08/14/2018"	"W"	3439
"36265"	40390	"Forest Park"	"08/15/2018"	"W"	3359
"36266"	40390	"Forest Park"	"08/16/2018"	"W"	3287
"36267"	40390	"Forest Park"	"08/17/2018"	"W"	3335
"36268"	40390	"Forest Park"	"08/18/2018"	"A"	1829
"36269"	40390	"Forest Park"	"08/19/2018"	"U"	1429
"36270"	40390	"Forest Park"	"08/20/2018"	"W"	3142
"36271"	40390	"Forest Park"	"08/21/2018"	"W"	3225
"36272"	40390	"Forest Park"	"08/22/2018"	"W"	3450
"36273"	40390	"Forest Park"	"08/23/2018"	"W"	3421
"36274"	40390	"Forest Park"	"08/24/2018"	"W"	3228
"36275"	40390	"Forest Park"	"08/25/2018"	"A"	1771
"36276"	40390	"Forest Park"	"08/26/2018"	"U"	1484
"36277"	40390	"Forest Park"	"08/27/2018"	"W"	3435
"36278"	40390	"Forest Park"	"08/28/2018"	"W"	3527
"36279"	40390	"Forest Park"	"08/29/2018"	"W"	3510
"36280"	40390	"Forest Park"	"08/30/2018"	"W"	3729
"36281"	40390	"Forest Park"	"08/31/2018"	"W"	3350
"37646"	40890	"O'Hare Airport"	"08/01/2018"	"W"	13193
"37647"	40890	"O'Hare Airport"	"08/02/2018"	"W"	14426
"37648"	40890	"O'Hare Airport"	"08/03/2018"	"W"	14303
"37649"	40890	"O'Hare Airport"	"08/04/2018"	"A"	10278
"37650"	40890	"O'Hare Airport"	"08/05/2018"	"U"	11601
"37651"	40890	"O'Hare Airport"	"08/06/2018"	"W"	12180
"37652"	40890	"O'Hare Airport"	"08/07/2018"	"W"	10955
"37653"	40890	"O'Hare Airport"	"08/08/2018"	"W"	12142
"37654"	40890	"O'Hare Airport"	"08/09/2018"	"W"	14127
"37655"	40890	"O'Hare Airport"	"08/10/2018"	"W"	16095
"37656"	40890	"O'Hare Airport"	"08/11/2018"	"A"	10294
"37657"	40890	"O'Hare Airport"	"08/12/2018"	"U"	11711
"37658"	40890	"O'Hare Airport"	"08/13/2018"	"W"	11254
"37659"	40890	"O'Hare Airport"	"08/14/2018"	"W"	11777
"37660"	40890	"O'Hare Airport"	"08/15/2018"	"W"	11586
"37661"	40890	"O'Hare Airport"	"08/16/2018"	"W"	12983
"37662"	40890	"O'Hare Airport"	"08/17/2018"	"W"	14455
"37663"	40890	"O'Hare Airport"	"08/18/2018"	"A"	10845
"37664"	40890	"O'Hare Airport"	"08/19/2018"	"U"	11728
"37665"	40890	"O'Hare Airport"	"08/20/2018"	"W"	11348
"37666"	40890	"O'Hare Airport"	"08/21/2018"	"W"	12391
"37667"	40890	"O'Hare Airport"	"08/22/2018"	"W"	11559
"37668"	40890	"O'Hare Airport"	"08/23/2018"	"W"	13872
"37669"	40890	"O'Hare Airport"	"08/24/2018"	"W"	13737
"37670"	40890	"O'Hare Airport"	"08/25/2018"	"A"	10026
"37671"	40890	"O'Hare Airport"	"08/26/2018"	"U"	11728
"37672"	40890	"O'Hare Airport"	"08/27/2018"	"W"	12362
